nome,idade,cpf,data,endereco,estado
Natália Rezende,61,784.015.962-11,1962-04-30,"SÍTIO NASCIMENTO, 64
SÃO LUCAS
48051121 AZEVEDO DE GOIÁS / MG",paraná
Emilly Caldeira,23,732.591.046-07,2000-05-28,"ESTRADA EDUARDO PORTO, 85
BOA VISTA
91509-960 MARTINS ALEGRE / MA",acre
Levi Azevedo,85,639.852.417-91,1939-02-05,"ESTAÇÃO DA CRUZ, 13
PRIMEIRO DE MAIO
42793309 CARVALHO / PI",maranhão
Nicole Da Rocha,23,567.238.104-90,2000-10-07,"DISTRITO CLARA VIANA, 41
LAJEDO
54222151 FOGAÇA / CE",são paulo
Joana Moreira,64,435.012.968-51,1959-08-18,"VIELA DE DAS NEVES, 139
NOVO GLÓRIA
61687564 LIMA / DF",piauí
Maria Eduarda Almeida,72,573.694.082-56,1952-03-12,"TRAVESSA DE BARROS, 4
SANTA HELENA
15465108 FARIAS DE ARAGÃO / PB",pernambuco
Marcela Da Cruz,92,876.904.123-78,1932-03-05,"VIELA VIANA, 95
SANTA RITA DE CÁSSIA
96728-974 DA COSTA / CE",tocantins
Helena Nunes,86,843.906.512-42,1937-08-16,"FEIRA VIEIRA, 28
VILA SÃO DIMAS
98682-147 COSTA DE GOIÁS / SC",rio grande do norte
Isaac Oliveira,50,209.418.756-01,1973-08-22,"RODOVIA CARDOSO, 377
SANTA CECILIA
73265406 TEIXEIRA ALEGRE / MT",rio de janeiro
Manuela Pinto,39,094.728.615-20,1984-04-13,"PRAIA ALMEIDA, 6
BEIRA LINHA
27060932 CARVALHO / AM",santa catarina
Bryan Ramos,35,681.425.907-94,1988-06-03,"AEROPORTO DE DA ROCHA, 27
UNIÃO
59692448 DA MATA DO SUL / MS",paraíba
Sr. Enzo Gabriel Fernandes,18,769.083.251-21,2005-08-24,"RODOVIA LAÍS NUNES, 50
VILA MADRE GERTRUDES 2ª SEÇÃO
84491232 PEIXOTO / RR",minas gerais
Brenda Ramos,97,269.478.305-83,1926-04-19,"RODOVIA DE SOUZA, 416
CONJUNTO SÃO FRANCISCO DE ASSIS
69793970 DA LUZ DO SUL / PI",minas gerais
Yuri Rezende,97,564.392.810-89,1926-04-17,"PRAIA COSTA, 3
VILA SANTO ANTÔNIO BARROQUINHA
01477044 FARIAS DE NOGUEIRA / AC",mato grosso
Luiz Miguel Da Costa,74,630.714.952-34,1950-03-09,"VIA PORTO
CONJUNTO CAPITÃO EDUARDO
65105570 DA ROSA DOS DOURADOS / PR",sergipe
Enzo Nogueira,62,187.306.492-69,1961-08-01,"CAMPO CAUÃ FREITAS, 66
XANGRI-LÁ
85645933 MORAES VERDE / PB",rondônia
Davi Lucca Azevedo,67,035.761.849-10,1956-09-30,"CONDOMÍNIO CUNHA, 74
CAMPONESA 2ª SEÇÃO
72670-629 VIANA / PA",amazonas
Luiz Otávio Fernandes,69,716.089.542-85,1954-08-08,"NÚCLEO PIETRO BARROS
VILA PIRATININGA
50655-157 FERNANDES / PE",minas gerais
Thomas Correia,77,083.695.147-66,1947-02-14,"AEROPORTO MELO, 31
CONJUNTO CELSO MACHADO
30242-400 NUNES VERDE / AC",bahia
Davi Lucca Teixeira,82,647.105.832-26,1941-11-16,"CONDOMÍNIO DE LIMA, 66
MIRTES
13523-948 MORAES / GO",rio grande do sul
Luiz Gustavo Ribeiro,29,149.782.036-78,1994-09-19,"PÁTIO DAVI LUCCA VIANA, 6
GAMELEIRA
40343223 PIRES / PA",paraíba
Pietra Da Mata,66,427.051.638-08,1957-05-27,"FEIRA GONÇALVES, 4
VILA PAQUETÁ
10286777 SANTOS / AP",mato grosso do sul
Joaquim Azevedo,69,016.243.957-16,1955-03-25,"NÚCLEO VIANA
CONJUNTO JATOBA
11680837 MORAES / RN",goiás
Sra. Agatha Melo,26,506.139.824-60,1998-02-10,"FEIRA DE OLIVEIRA, 1
MARIQUINHAS
46119-752 MOURA DE MINAS / RN",roraima
Maria Julia Lopes,55,613.875.920-68,1969-04-02,"CAMPO ARAÚJO, 10
TIRADENTES
67151-903 DA CUNHA / GO",rondônia
Dr. Marcelo Cardoso,78,862.405.317-07,1945-04-15,"LAGOA ANA SOPHIA OLIVEIRA
PEDREIRA PADRO LOPES
62532-432 TEIXEIRA / RN",maranhão
Catarina Moreira,33,207.584.916-11,1991-03-29,"JARDIM SALES, 42
CONJUNTO MINAS CAIXA
22835-296 RIBEIRO DO SUL / RO",minas gerais
Heitor Vieira,74,089.275.634-92,1950-01-27,"MORRO ARAGÃO, 796
ESTRELA
42612-351 LIMA / MT",amazonas
Luiz Fernando Da Luz,73,071.354.698-01,1950-04-09,"AEROPORTO PIETRO OLIVEIRA, 4
PARQUE SÃO JOSÉ
30217731 NOGUEIRA DE MINAS / RR",minas gerais
Sabrina Silva,84,216.943.807-69,1939-06-06,"RODOVIA PEDRO HENRIQUE SANTOS, 46
LAGOA
22369254 COSTA / AL",rio grande do sul
Luiz Henrique Martins,45,648.913.572-82,1978-10-21,"PRAIA FERREIRA, 17
HELIOPOLIS
19236-190 COSTELA DO GALHO / RJ",alagoas
Catarina Carvalho,46,196.045.738-10,1977-05-29,"VILA DE FARIAS, 46
MINAS CAIXA
76084-492 DA PAZ / AL",pernambuco
Ana Vitória Azevedo,76,529.648.701-01,1947-08-10,"CAMPO YASMIN MOREIRA, 49
FUNCIONÁRIOS
43663-204 FREITAS / AP",rondônia
Thales Campos,81,412.839.065-89,1943-03-08,"AVENIDA LAVÍNIA CASTRO, 46
MARIETA 2ª SEÇÃO
68968100 CAVALCANTI / SP",paraíba
Thales Oliveira,82,369.124.870-50,1941-06-24,"CONDOMÍNIO LEVI ALMEIDA
VILA NOVA CACHOEIRINHA 3ª SEÇÃO
36960-943 ARAÚJO / AM",goiás
Fernanda Cavalcanti,70,912.605.384-51,1953-11-28,"VIELA ISIS GOMES, 43
PETROPOLIS
41621418 SALES / AP",alagoas
Dr. João Gabriel Da Conceição,46,831.674.905-00,1977-08-31,"JARDIM LUIZ FELIPE DUARTE, 1
BELA VITORIA
95860979 FREITAS DO AMPARO / RR",amazonas
Noah Barros,32,310.286.579-86,1991-12-22,"JARDIM ALMEIDA, 48
BELVEDERE
96441879 GONÇALVES / MS",espírito santo
Dr. Felipe Novaes,51,685.213.097-59,1972-10-29,"PÁTIO DE RIBEIRO, 16
PINDURA SAIA
56423394 MARTINS DO CAMPO / RJ",espírito santo
Luiz Fernando Aragão,19,120.947.865-01,2004-09-15,"LADEIRA MARIANE SANTOS, 7
DISTRITO INDUSTRIAL DO JATOBA
22231939 LOPES DE VIEIRA / SE",distrito federal
Ana Júlia Cardoso,82,812.569.704-76,1941-11-04,"VILA SILVEIRA, 86
GAMELEIRA
42269180 BARROS / PB",bahia
Marina Ramos,60,068.459.237-10,1963-05-08,"LADEIRA DUARTE, 35
URCA
65624052 DA ROCHA DE MINAS / MT",amazonas
Dra. Joana Lopes,57,619.802.457-11,1966-06-26,"VIADUTO DE NOVAES, 952
DOM CABRAL
69283354 CORREIA / SP",sergipe
Isabel Duarte,57,146.897.230-87,1966-12-27,"AEROPORTO ISAAC DA CONCEIÇÃO, 1
VILA JARDIM MONTANHES
56147352 DA MOTA / MT",acre
Paulo Jesus,53,078.429.635-92,1970-04-25,"FAZENDA DE PORTO, 4
SANTA LÚCIA
21597335 JESUS DA PRAIA / PR",rio de janeiro
Laura Costa,84,540.362.179-25,1940-02-27,"DISTRITO DE MORAES, 56
ALTO VERA CRUZ
37718933 MENDES / AP",alagoas
Sra. Milena Pinto,64,280.361.495-24,1960-02-29,"JARDIM NOVAES, 13
SION
42069-041 RIBEIRO DAS FLORES / RO",pernambuco
Danilo Ribeiro,67,109.426.753-80,1956-06-20,"LADEIRA DE DA CONCEIÇÃO, 76
VENDA NOVA
04773-982 ALVES / TO",minas gerais
Lívia Nunes,49,742.380.591-23,1975-03-14,"PASSARELA DE PORTO, 65
POUSADA SANTO ANTONIO
35531-299 MENDES DO AMPARO / PI",bahia
Alícia Rodrigues,51,349.576.012-16,1972-08-26,"TRAVESSA DE FARIAS, 9
ESPLANADA
66582980 RODRIGUES DE PINTO / RS",goiás
Agatha Rezende,94,057.128.349-79,1929-10-25,"PARQUE DA LUZ, 3
GRAJAÚ
70106998 ROCHA DO CAMPO / RR",maranhão
Juliana Santos,93,605.283.719-59,1930-09-18,"PARQUE DE SILVEIRA, 6
SÃO JORGE 3ª SEÇÃO
94014349 OLIVEIRA DE ALVES / MS",sergipe
Maria Fernanda Da Conceição,62,408.753.129-50,1961-09-26,"CAMPO SANTOS, 714
ALTO BARROCA
91375590 ARAÚJO / RJ",amazonas
Daniela Barbosa,35,861.325.749-64,1988-04-19,"ÁREA DE MOREIRA, 82
DAS INDUSTRIAS I
57160931 PINTO / DF",roraima
Arthur Pinto,30,562.304.791-25,1993-07-08,"VIELA KAMILLY CUNHA
VISTA DO SOL
09969992 PEIXOTO / SP",goiás
Emanuel Aragão,41,910.648.375-57,1982-09-04,"CAMPO DE DA CRUZ, 22
CONJUNTO SÃO FRANCISCO DE ASSIS
97327024 DIAS / SC",santa catarina
Dra. Alice Vieira,77,936.471.508-00,1946-12-28,"RODOVIA CUNHA
DAS INDUSTRIAS I
80439-199 ARAGÃO DE MINAS / MA",pará
Maria Cecília Moreira,65,805.671.324-71,1959-02-18,"PASSARELA JOÃO PEDRO NUNES, 6
VILA OESTE
84706-059 FERNANDES DE NOGUEIRA / DF",mato grosso do sul
,73,532.789.041-41,1950-10-01,"ESTAÇÃO ALVES, 8
VILA PETROPOLIS
42191461 CORREIA / PE",pernambuco
Maria Vitória Campos,55,380.514.679-57,1968-07-05,"VIELA DA COSTA, 16
CANADÁ
89005-825 MONTEIRO DO GALHO / MA",pernambuco
Isabel Da Conceição,89,819.074.635-93,1934-11-12,"VALE NOGUEIRA, 8
BELA VITORIA
66713-213 DA CRUZ VERDE / CE",ceará
,44,013.469.728-69,1979-09-06,"PARQUE HELENA PIRES, 852
VILA JARDIM SÃO JOSÉ
41877182 LIMA / AL",roraima
Dr. Thomas Nunes,81,967.831.542-46,1942-08-14,"VEREDA DA MOTA, 37
VILA DA LUZ
50836-481 MOURA / SE",piauí
Lucca Moura,37,718.324.506-35,1986-12-20,"PRAIA BRYAN MARTINS, 8
SANTA AMELIA
78906-852 ARAÚJO / SE",piauí
Diogo Souza,65,169.208.537-95,1958-07-13,"LARGO MAYSA CAVALCANTI, 6
VILA SATÉLITE
94991-235 FERREIRA DA MATA / AP",minas gerais
Juliana Costa,53,980.314.567-39,1970-08-20,"ALAMEDA DE CAMPOS, 32
VILA SÃO RAFAEL
35493-001 CARDOSO DA SERRA / AL",rio grande do norte
Eduarda Da Costa,88,739.064.581-48,1935-07-10,"JARDIM DE LIMA, 1
DAS INDUSTRIAS I
92943262 DA CRUZ / MT",sergipe
Alana Freitas,50,427.865.193-73,1973-07-15,"AEROPORTO NOAH JESUS
DIAMANTE
89754-825 MARTINS / BA",mato grosso do sul
Murilo Ramos,97,374.259.681-00,1927-01-02,"FEIRA JESUS, 20
APARECIDA 7ª SEÇÃO
51628446 CAVALCANTI DA PRAIA / DF",piauí
Cecília Souza,20,294.870.651-30,2003-04-15,"CAMPO EMANUELLY GONÇALVES, 51
NOVO GLÓRIA
59410-071 CARVALHO / BA",rondônia
Raul Martins,96,187.365.402-26,1927-10-17,"ALAMEDA DE CARVALHO, 150
SAUDADE
84797278 VIEIRA / RR",pernambuco
Renan Cavalcanti,69,072.685.391-77,1954-05-29,"TREVO NINA PEREIRA, 99
ÁLVARO CAMARGOS
69871484 NOVAES / CE",amazonas
Sr. Diego Pires,34,842.107.593-41,1989-10-25,"MORRO EDUARDA FARIAS, 92
AARÃO REIS
37463172 CASTRO / AC",sergipe
Sofia Da Rocha,57,719.034.862-03,1966-10-08,"VALE DAVI LUIZ DIAS, 709
VILA OESTE
89234785 SILVA DA SERRA / CE",santa catarina
Lorenzo Dias,98,271.346.098-04,1925-09-08,"FAVELA ELISA BARBOSA, 521
JARDIM VITORIA
00115723 CARDOSO / SC",paraná
Sr. Vitor Souza,73,426.583.097-83,1950-11-04,"AEROPORTO LAURA GONÇALVES, 7
VILA VISTA ALEGRE
73615-878 RAMOS DE GOIÁS / MG",alagoas
Vitor Gabriel Cardoso,30,354.802.917-50,1993-10-14,"SETOR DE DA LUZ, 81
SÃO CRISTÓVÃO
41556-273 CALDEIRA ALEGRE / GO",tocantins
Pedro Rodrigues,98,790.846.152-20,1925-07-17,"TREVO DE MOREIRA, 63
ARAGUAIA
62981-534 FERREIRA DE DIAS / PI",acre
Eduarda Teixeira,76,745.360.218-17,1947-07-26,"LADEIRA PEIXOTO, 85
SÃO MARCOS
20590392 DA MOTA / MA",tocantins
Daniel Oliveira,34,753.108.264-08,1989-09-09,"COLÔNIA MAITÊ CARDOSO
COPACABANA
07346251 PEREIRA DE MINAS / DF",goiás
Isadora Nogueira,29,129.350.847-05,1994-10-29,"PRAIA DE CAMPOS, 94
CANDELARIA
17994-979 FARIAS / PR",bahia
Sr. Fernando Moraes,96,768.291.350-95,1927-08-06,"ÁREA MOREIRA, 8
GRAJAÚ
53772543 LIMA / PA",piauí
Luiza Araújo,70,246.095.783-10,1954-03-28,"JARDIM DE DIAS
MIRTES
61141993 LIMA DO GALHO / CE",paraíba
Maria Luiza Pires,46,620.159.487-67,1977-08-23,"VIELA DE GONÇALVES, 79
VILA HAVAÍ
33045503 PINTO GRANDE / SC",pará
João Lucas Das Neves,49,974.016.258-49,1975-03-17,"CAMPO DE NASCIMENTO, 5
SERRA DO CURRAL
96012712 REZENDE DA PRAIA / SP",paraná
Vitor Gabriel Carvalho,86,387.652.940-92,1937-08-14,"VIADUTO FARIAS, 15
SAGRADA FAMÍLIA
80186-004 MOURA / PR",goiás
Henrique Sales,57,196.308.745-39,1966-05-21,"JARDIM CAVALCANTI, 94
PETROPOLIS
67401928 ARAGÃO ALEGRE / BA",rio de janeiro
Henrique Ferreira,29,360.921.457-07,1994-10-25,"LAGO DE LOPES, 6
FLORAMAR
54884-139 BARBOSA / GO",acre
Dra. Raquel Da Mota,33,263.497.108-78,1991-01-02,"AEROPORTO DE FOGAÇA, 29
SANTA SOFIA
37979425 SANTOS / TO",distrito federal
Levi Melo,35,513.948.627-09,1988-05-03,"TRAVESSA DE DA LUZ, 42
VILA NOVA PARAÍSO
27079723 FARIAS / MS",Desconhecido
Ana Luiza Gomes,32,287.963.510-12,1991-08-14,"ESTAÇÃO DE DA COSTA, 211
PILAR
07901-377 DA COSTA DA SERRA / PA",paraíba
Isaac Fernandes,77,572.193.064-07,1946-04-26,"RECANTO RODRIGUES, 80
MINAS CAIXA
44325-470 RAMOS DE MINAS / PI",distrito federal
Leandro Fernandes,65,018.526.394-15,1958-10-19,"PRAIA DANIEL BARBOSA, 847
SILVEIRA
71207-030 BARBOSA / BA",alagoas
Dr. Breno Sales,77,135.280.496-42,1946-05-08,"ESTAÇÃO MIGUEL RODRIGUES
CORAÇÃO DE JESUS
28628-790 MONTEIRO DO SUL / AL",acre
Rafael Araújo,84,481.270.635-17,1939-09-25,"TREVO SOFIA MOREIRA, 67
ALTA TENSÃO 1ª SEÇÃO
71613-443 GONÇALVES DE MORAES / CE",espírito santo
Eduardo Da Costa,73,043.291.768-31,1950-06-14,"QUADRA DE ALVES, 729
CAMPONESA 2ª SEÇÃO
59140-150 CASTRO / PA",mato grosso do sul
Dra. Larissa Fernandes,97,562.739.148-00,1926-07-18,"AEROPORTO JESUS, 2
SÃO FRANCISCO
56777283 MENDES DO GALHO / ES",sergipe
Milena Da Rocha,80,864.129.570-49,1944-01-20,"ALAMEDA ARAÚJO, 53
PIRATININGA
43263289 FREITAS DA PRATA / MS",rio grande do norte
Eduarda Aragão,76,362.578.140-90,1947-10-07,"VIELA DE SALES, 68
NOVA ESPERANÇA
18765-887 DA ROCHA PAULISTA / TO",mato grosso do sul
Sr. Ian Barbosa,66,149.706.235-70,1957-10-27,"MORRO RYAN DA LUZ, 43
VILA NOVA GAMELEIRA 2ª SEÇÃO
51932151 SANTOS / PB",ceará
Ian Cardoso,83,731.240.968-78,1940-04-23,"ÁREA FERREIRA
JARDIM MONTANHÊS
48456-726 RODRIGUES / AP",rio grande do sul
Vitor Gabriel Ferreira,53,916.428.705-01,1970-10-29,"CONJUNTO FARIAS, 36
SILVEIRA
70212-072 FREITAS / SE",piauí
Rodrigo Melo,43,982.136.054-89,1980-07-04,"PRAIA MARINA DA ROSA
SÃO JORGE 3ª SEÇÃO
85701195 AZEVEDO / AC",ceará
Anthony Rezende,93,831.756.409-66,1930-07-16,"VIA DE VIANA, 68
BEIJA FLOR
12487-147 BARROS / SC",são paulo
Sra. Bianca Farias,32,783.506.142-26,1991-10-30,"VIELA CAMPOS, 2
ANCHIETA
65687060 GONÇALVES / MG",acre
João Carvalho,91,298.370.514-50,1932-10-22,"VEREDA DE ARAGÃO, 15
HORTO
91408-129 NOVAES / RR",rio grande do norte
Benício Da Costa,28,783.564.021-07,1995-07-03,"VEREDA DE SOUZA, 13
EUROPA
86657-778 PIRES / PR",acre
Yuri Alves,86,896.315.072-03,1937-10-16,"COLÔNIA DA COSTA, 7
OURO MINAS
16870883 OLIVEIRA / SE",ceará
Gabriela Da Rosa,76,210.396.874-31,1947-12-18,"VALE DE CALDEIRA, 8
RIBEIRO DE ABREU
20825-399 NUNES DOS DOURADOS / AL",santa catarina
Eduarda Da Conceição,99,238.670.945-00,1925-01-09,"PRAIA DE SILVA, 91
JOÃO PINHEIRO
24305-998 NOGUEIRA / ES",espírito santo
Vicente Aragão,96,875.032.149-88,1927-11-03,"AVENIDA DA LUZ
VILA INESTAN
75092-067 PINTO DE NASCIMENTO / AL",distrito federal
Srta. Sabrina Teixeira,87,682.413.095-89,1936-06-01,"ESTRADA DE DA ROSA, 69
JONAS VEIGA
77228702 DA COSTA / AP",rio de janeiro
Antônio Santos,85,198.572.630-03,1938-09-14,"MORRO DA ROCHA, 84
TIROL
24197526 MOURA / MT",pernambuco
Dr. Lucca Pinto,21,526.938.714-09,2002-10-26,"ESTRADA SABRINA FREITAS, 40
ACABA MUNDO
89103366 CAMPOS DA PRATA / DF",mato grosso do sul
Emilly Vieira,71,924.508.631-33,1952-11-01,"RECANTO MIGUEL MORAES, 45
PENHA
68905986 NOVAES / RS",mato grosso
Dr. Gabriel Da Mata,59,701.684.923-69,1965-02-28,"FEIRA DE FARIAS, 28
HORTO
10092-770 FOGAÇA DE RIBEIRO / RS",acre
Emanuella Azevedo,69,406.759.813-01,1954-11-23,"SÍTIO MOURA, 50
ÁPIA
72380-665 MELO DA PRATA / GO",bahia
Ana Julia Rocha,47,618.542.930-60,1976-08-18,"TREVO DAVI LUCCA DA CRUZ, 72
BOA UNIÃO 1ª SEÇÃO
10620881 DA COSTA DE GOIÁS / PI",tocantins
Milena Castro,60,482.675.391-82,1964-02-06,"CHÁCARA DA MOTA, 218
CONJUNTO FLORAMAR
77257-467 FREITAS DA PRAIA / RJ",pernambuco
Lavínia Peixoto,72,204.378.591-50,1951-11-08,"FEIRA MARTINS, 78
ESTRELA DO ORIENTE
98698651 SOUZA DA PRATA / RN",distrito federal
Enzo Gabriel Gomes,28,893.267.104-40,1995-12-20,"SETOR LUIZ HENRIQUE MONTEIRO, 4
MADRI
31999823 NASCIMENTO / MG",distrito federal
Laura Fogaça,34,196.027.534-80,1989-12-12,"CHÁCARA DE DA MOTA, 4
POMPÉIA
37543-030 CORREIA / PA",alagoas
Sr. Vitor Da Mata,60,062.317.498-78,1963-10-06,Endereço inválido,rio grande do sul
Sophie Pinto,29,023.874.619-40,1995-01-27,"RESIDENCIAL NOAH MENDES
VILA ATILA DE PAIVA
80740422 VIEIRA DAS PEDRAS / SC",rondônia
Sr. Kaique Peixoto,62,726.980.354-47,1962-03-20,"FAZENDA MORAES, 80
VILA VISTA ALEGRE
10237716 REZENDE / ES",santa catarina
Luiz Henrique Mendes,90,248.671.095-76,1934-01-18,"TRAVESSA LEANDRO DA MATA, 898
VILA SESC
45312-734 PINTO VERDE / RO",pará
Sr. Felipe Barros,48,569.174.380-57,1975-04-08,"ÁREA RAQUEL MOURA, 8
MANGABEIRAS
98516774 FREITAS DAS PEDRAS / TO",Desconhecido
Ana Beatriz Pereira,54,798.130.564-01,1970-01-01,"CONDOMÍNIO DE SANTOS
JARAGUÁ
26568-369 DA PAZ / MG",santa catarina
Sr. Rafael Silva,26,238.694.105-15,1997-04-26,"ESTAÇÃO LARA ALMEIDA, 67
SAGRADA FAMÍLIA
07156-430 CORREIA / PE",maranhão
Dra. Olivia Mendes,90,189.425.703-05,1933-10-10,"RESIDENCIAL DE MENDES
JARDIM GUANABARA
59537-246 FERNANDES DO GALHO / RR",sergipe
Eduardo Sales,39,052.439.678-74,1984-12-11,"AEROPORTO EMANUEL BARROS, 4
TRES MARIAS
65237-430 ALVES DAS FLORES / DF",pernambuco
André Rodrigues,73,375.146.289-91,1951-02-18,"TRECHO GOMES, 3
BARREIRO
95102-156 FERNANDES DO AMPARO / GO",piauí
Sophia Cavalcanti,91,092.836.475-56,1932-05-25,"ALAMEDA PAULO DA CRUZ, 70
VILA MADRE GERTRUDES 3ª SEÇÃO
39239-552 RIBEIRO / PR",amazonas
Carolina Sales,32,519.078.623-40,1992-02-06,"RESIDENCIAL PINTO, 95
ETELVINA CARNEIRO
81148942 REZENDE / DF",bahia
Lucas Monteiro,76,654.938.217-37,1947-06-29,"LAGOA DE SILVEIRA, 91
TREVO
06218590 CAVALCANTI / PI",maranhão
João Felipe Dias,52,850.643.912-42,1972-04-03,"CONDOMÍNIO MOURA, 504
SANTA HELENA
43343-451 MOREIRA DO NORTE / SE",sergipe
Dr. Ian Fogaça,93,248.307.519-32,1931-01-25,"DISTRITO DE CAVALCANTI
VILA BARRAGEM SANTA LÚCIA
47512-712 PEIXOTO / RJ",tocantins
Lorena Barros,83,785.063.942-10,1940-04-24,"FAVELA LETÍCIA JESUS, 34
NOVO OURO PRETO
49782-391 CALDEIRA DE MINAS / MG",alagoas
Sra. Ana Clara Teixeira,49,760.213.958-59,1974-11-23,"FEIRA DE DA CONCEIÇÃO, 796
MANGABEIRAS
18099340 FARIAS / SE",roraima
Natália Monteiro,81,481.507.239-60,1942-10-22,"MORRO DE RAMOS
CONJUNTO TAQUARIL
44747-230 DA LUZ DE DA ROCHA / AM",rio grande do sul
Eduarda Duarte,20,893.752.061-30,2003-10-10,"QUADRA LOPES, 69
VILA DA PAZ
26521494 CARDOSO / CE",acre
Larissa Carvalho,91,632.785.914-37,1932-05-21,"JARDIM DE CARVALHO, 5
SANTO ANDRÉ
16152-953 LOPES DAS PEDRAS / AL",roraima
Lara Moraes,18,549.683.127-09,2005-09-02,"VEREDA ARAÚJO, 18
GARÇAS
60268-221 DAS NEVES DO AMPARO / PI",paraná
Sophie Da Rosa,97,254.937.810-50,1926-10-06,"PÁTIO FERNANDES, 59
VILA OURO MINAS
16613784 CORREIA / AM",são paulo
Olivia Martins,82,391.758.460-39,1941-04-13,"JARDIM VINICIUS CALDEIRA, 28
JONAS VEIGA
92977-860 FERNANDES / DF",ceará
Thomas Barros,72,105.832.679-12,1951-07-31,"PASSARELA DE ARAÚJO, 123
ANDIROBA
73587-974 PEIXOTO / AM",goiás
Davi Luiz Azevedo,59,478.213.906-31,1964-11-30,"RODOVIA EDUARDA RAMOS, 87
ENGENHO NOGUEIRA
24750-721 DA MOTA / PB",são paulo
Danilo Santos,97,297.468.531-55,1926-12-17,"VIELA ANA JÚLIA FERNANDES, 25
PIRINEUS
80993-491 CALDEIRA DO OESTE / AC",pará
Sr. Enzo Porto,98,496.105.872-67,1925-04-20,"VEREDA CAUÊ BARBOSA, 141
CONJUNTO PROVIDENCIA
93386492 DA ROSA DE MINAS / MA",mato grosso
Bianca Alves,67,304.856.971-57,1956-11-22,"CAMPO RODRIGUES, 351
BRASIL INDUSTRIAL
54149-753 BARROS DE LOPES / MS",santa catarina
Alexia Das Neves,85,267.095.384-00,1938-04-16,"RESIDENCIAL DE SALES, 5
VILA CLORIS
86404551 NOVAES DAS FLORES / SE",rondônia
Esther Campos,58,523.648.017-53,1965-07-25,"ÁREA DE CASTRO, 108
NOVA VISTA
35970-851 DA MOTA DE DA CONCEIÇÃO / PI",são paulo
Ana Júlia Freitas,58,584.163.270-17,1965-06-28,"ESTRADA FERNANDA JESUS, 2
SANTA MARGARIDA
84192258 RAMOS / AC",goiás
Maria Vitória Da Mata,57,826.549.107-76,1967-01-02,"LAGOA PIETRO DA CRUZ, 524
VILA SANTA MONICA 2ª SEÇÃO
97865-496 CARVALHO / RO",pará
Ryan Da Mata,20,172.394.650-80,2003-06-17,"RODOVIA DE PORTO, 90
MARIETA 2ª SEÇÃO
21253207 CAVALCANTI DA PRAIA / GO",alagoas
Emilly Ribeiro,22,584.039.721-05,2002-03-16,"PARQUE DE GOMES, 71
MALA E CUIA
39690-144 RIBEIRO / PA",rio grande do norte
Bernardo Pinto,94,217.358.960-12,1929-10-07,"ESPLANADA DE MOURA, 30
VILA PETROPOLIS
06003-306 SILVEIRA DE MINAS / PA",pernambuco
Nicole Peixoto,67,829.610.543-89,1956-12-02,"DISTRITO MORAES
INDAIÁ
48826-926 FERNANDES / MS",minas gerais
Isaac Da Conceição,75,867.904.512-85,1948-11-10,"LAGO DA LUZ, 59
SUZANA
31058-064 OLIVEIRA GRANDE / AM",goiás
Davi Lucca Santos,62,571.896.432-73,1962-01-22,"FAVELA BEATRIZ DA COSTA, 77
ANTONIO RIBEIRO DE ABREU 1ª SEÇÃO
84156036 PEREIRA / RJ",rio de janeiro
Paulo Lopes,67,186.920.475-11,1956-05-05,"PASSARELA DAVI LUCCA LOPES, 37
ERNESTO NASCIMENTO
98206-073 VIANA DAS PEDRAS / MG",maranhão
Sophie Vieira,36,938.740.256-83,1987-06-09,"VEREDA DE DA MOTA, 564
JAQUELINE
26975-832 DA CUNHA VERDE / MA",piauí
Rodrigo Da Cruz,51,648.157.092-11,1973-01-20,"FAVELA COSTA, 372
SERRA
52549990 DA MOTA / GO",são paulo
Sr. Samuel Barbosa,30,903.148.725-23,1993-12-08,"DISTRITO JESUS, 34
VILA RICA
50869292 SALES / RS",amazonas
Dr. Cauê Ramos,70,109.742.536-34,1953-07-26,"VIELA DE CASTRO, 27
ÁLVARO CAMARGOS
66324-461 CAMPOS DE DA CONCEIÇÃO / DF",rondônia
Bruno Jesus,27,354.129.068-42,1997-03-19,"CAMPO MOREIRA, 48
TIROL
08973-162 MORAES DE ALMEIDA / RN",espírito santo
Lívia Correia,52,843.267.059-65,1972-01-20,"FAVELA DE DA ROCHA, 6
CARLOS PRATES
05310779 MOURA / MS",mato grosso
Enrico Da Rocha,26,241.085.396-05,1997-08-11,"CONDOMÍNIO MARIA JULIA CAVALCANTI
VILA SÃO DIMAS
11528497 MORAES / PA",pernambuco
Rafaela Aragão,73,269.480.317-22,1950-06-18,"CHÁCARA MARIA FERNANDA CASTRO
MARAJÓ
14151560 CARDOSO / PB",são paulo
Dr. Marcos Vinicius Farias,88,475.216.309-80,1936-01-19,"LADEIRA CASTRO
JARDIM SÃO JOSÉ
72626-905 DA CRUZ ALEGRE / MA",pernambuco
Larissa Lopes,78,015.672.389-12,1946-03-27,"LARGO CAVALCANTI, 96
FLORAMAR
83933940 PIRES / SC",pernambuco
Isadora Carvalho,99,917.830.264-13,1924-09-06,"PÁTIO DE DA PAZ, 57
SÃO JOÃO
47963078 DA ROSA / SC",são paulo
Sr. Vitor Da Rocha,77,234.809.516-51,1946-05-21,"RECANTO DE NOVAES, 32
SERRA DO CURRAL
05842-432 BARROS / TO",rio de janeiro
